repository_url	repository_name	repository_owner	event_count	repository_created_at
https://github.com/mojombo/vanhelsing	vanhelsing	mojombo	3	2008-02-13 08:56:19
https://github.com/bryanl/linthicum	linthicum	bryanl	3	2008-02-13 18:26:57
https://github.com/robbyrussell/textilizefu	textilizefu	robbyrussell	1	2008-02-13 22:48:35
https://github.com/adelcambre/textilizefu	textilizefu	adelcambre	2	2008-02-13 22:48:35
https://github.com/scharfie/slate	slate	scharfie	4	2008-02-14 01:23:15
https://github.com/halorgium/archangel	archangel	halorgium	1	2008-02-14 01:48:54
https://github.com/drnic/newjs	newjs	drnic	5	2008-02-14 02:14:06
https://github.com/jnunemaker/twitter	twitter	jnunemaker	2004	2008-02-14 02:20:50
https://github.com/sferik/twitter	twitter	sferik	4976	2008-02-14 02:20:50
https://github.com/jnunemaker/googlebase	googlebase	jnunemaker	6	2008-02-14 02:45:29
https://github.com/jnunemaker/googlereader	googlereader	jnunemaker	2	2008-02-14 02:46:49
https://github.com/jnunemaker/mirrored	mirrored	jnunemaker	1	2008-02-14 02:49:56
https://github.com/jnunemaker/scrobbler	scrobbler	jnunemaker	5	2008-02-14 02:53:43
https://github.com/jnunemaker/lorem	lorem	jnunemaker	24	2008-02-14 03:13:01
https://github.com/jnunemaker/statwhore	statwhore	jnunemaker	4	2008-02-14 03:54:04
https://github.com/hosh/rails-authorization-plugin	rails-authorization-plugin	hosh	1	2008-02-14 04:39:46
https://github.com/DocSavage/rails-authorization-plugin	rails-authorization-plugin	DocSavage	42	2008-02-14 04:39:46
https://github.com/drnic/drnic_js_test_helpers	drnic_js_test_helpers	drnic	2	2008-02-14 04:44:20
https://github.com/psq/mephisto-erb-templates-plugin	mephisto-erb-templates-plugin	psq	1	2008-02-14 05:33:21
https://github.com/maddox/imdb	imdb	maddox	5	2008-02-14 06:34:06
https://github.com/delynn/userstamp	userstamp	delynn	190	2008-02-14 07:15:27
https://github.com/defunkt/matzbot	matzbot	defunkt	8	2008-02-14 11:45:59
https://github.com/jesseclark/pci4r	pci4r	jesseclark	1	2008-02-14 16:51:21
https://github.com/sandropaganotti/pci4r	pci4r	sandropaganotti	1	2008-02-14 16:51:21
https://github.com/alexvollmer/pci4r	pci4r	alexvollmer	16	2008-02-14 16:51:21
https://github.com/marten/exposure	exposure	marten	3	2008-02-14 17:21:38
https://github.com/gnufied/packet	packet	gnufied	4	2008-02-14 17:57:02
https://github.com/joshuamckenty/elderbrowser	elderbrowser	joshuamckenty	1	2008-02-14 19:48:22
https://github.com/floydprice/testing	testing	floydprice	1	2008-02-14 23:02:33
https://github.com/imownbey/jim	jim	imownbey	10	2008-02-15 03:35:50
https://github.com/mudge/blankable	blankable	mudge	1	2008-02-15 09:40:00
https://github.com/ivey/merb-for-rails	merb-for-rails	ivey	1	2008-02-15 17:34:20
https://github.com/reinh/restful_open_id_authentication	restful_open_id_authentication	reinh	1	2008-02-15 19:50:14
https://github.com/halfbyte/portmidi-ruby	portmidi-ruby	halfbyte	4	2008-02-15 20:36:58
https://github.com/pjhyett/vjot	vjot	pjhyett	23	2008-02-15 20:55:07
https://github.com/pjhyett/errcount	errcount	pjhyett	17	2008-02-15 21:07:30
https://github.com/reinh/jquery-autocomplete	jquery-autocomplete	reinh	22	2008-02-15 22:48:01
https://github.com/anotherjesse/finally	finally	anotherjesse	3	2008-02-15 23:06:02
https://github.com/cannikin/alfred	alfred	cannikin	3	2008-02-16 01:26:42
https://github.com/jnewland/github-campfire	github-campfire	jnewland	22	2008-02-16 03:34:31
https://github.com/jnunemaker/github-twitter	github-twitter	jnunemaker	13	2008-02-16 03:54:49
https://github.com/mja/blanket	blanket	mja	1	2008-02-16 13:29:20
https://github.com/bigfleet/blanket	blanket	bigfleet	4	2008-02-16 13:29:20
https://github.com/chneukirchen/rubyports	rubyports	chneukirchen	2	2008-02-16 14:30:38
https://github.com/lypanov/wordcram	wordcram	lypanov	3	2008-02-16 14:39:11
https://github.com/sr/dumbapp	dumbapp	sr	2	2008-02-16 16:41:38
https://github.com/raymorgan/merl	merl	raymorgan	2	2008-02-16 21:04:16
https://github.com/zackchandler/squawk-micro	squawk-micro	zackchandler	1	2008-02-16 22:12:02
https://github.com/cdcarter/io	io	cdcarter	3	2008-02-17 04:55:49
https://github.com/KirinDave/fuzed-old	fuzed-old	KirinDave	4	2008-02-17 05:05:16
https://github.com/drnic/comment_replies	comment_replies	drnic	2	2008-02-17 06:46:22
https://github.com/willcodeforfoo/tumblr	tumblr	willcodeforfoo	4	2008-02-17 06:50:20
https://github.com/anildigital/codesnippets	codesnippets	anildigital	1	2008-02-17 12:07:36
https://github.com/toretore/barby	barby	toretore	446	2008-02-17 13:40:24
https://github.com/kastner/sin	sin	kastner	26	2008-02-17 14:20:32
https://github.com/drnic/jsunittest	jsunittest	drnic	9	2008-02-17 15:15:42
https://github.com/tobi/delayed_job	delayed_job	tobi	801	2008-02-17 21:00:03
https://github.com/halorgium/admin_tasks	admin_tasks	halorgium	1	2008-02-17 23:22:57
https://github.com/nullstyle/ruby-satisfaction	ruby-satisfaction	nullstyle	1	2008-02-18 17:10:31
https://github.com/jwhitmire/llor-nu-legacy	llor-nu-legacy	jwhitmire	8	2008-02-18 19:20:34
https://github.com/adelcambre/rubyurl	rubyurl	adelcambre	1	2008-02-18 20:00:00
https://github.com/robbyrussell/rubyurl	rubyurl	robbyrussell	73	2008-02-18 20:00:00
https://github.com/francois/mor7-google-charts-demo	mor7-google-charts-demo	francois	3	2008-02-18 21:21:09
https://github.com/trevorturk/eldorado	eldorado	trevorturk	71	2008-02-19 03:24:35
https://github.com/broughcut/stringex	stringex	broughcut	1	2008-02-19 15:31:07
https://github.com/rsl/stringex	stringex	rsl	1683	2008-02-19 15:31:07
https://github.com/james/freefall	freefall	james	3	2008-02-19 17:35:09
https://github.com/jarkko/kroonikko	kroonikko	jarkko	1	2008-02-19 19:09:52
https://github.com/dgoodlad/bindata	bindata	dgoodlad	8	2008-02-19 21:32:06
https://github.com/caffo/bookqueue	bookqueue	caffo	28	2008-02-19 23:02:59
https://github.com/be9/strokedb	strokedb	be9	4	2008-02-20 02:32:15
https://github.com/Sigurd/strokedb	strokedb	Sigurd	4	2008-02-20 02:32:15
https://github.com/yrashk/strokedb	strokedb	yrashk	9	2008-02-20 02:32:15
https://github.com/trey/yark	yark	trey	6	2008-02-20 06:24:24
https://github.com/nakajima/capistrano-bells	capistrano-bells	nakajima	2	2008-02-20 09:03:16
https://github.com/nakajima/calendar-maker	calendar-maker	nakajima	6	2008-02-20 09:05:39
https://github.com/urubatan/mydry	mydry	urubatan	1	2008-02-20 16:52:41
https://github.com/judofyr/gemify	gemify	judofyr	9	2008-02-20 17:17:32
https://github.com/macournoyer/mor7	mor7	macournoyer	3	2008-02-20 18:59:41
https://github.com/jredville/blog	blog	jredville	3	2008-02-20 19:02:50
https://github.com/rubymaverick/hairball	hairball	rubymaverick	1	2008-02-20 20:01:45
https://github.com/cdwillie76/evm-portal	evm-portal	cdwillie76	3	2008-02-21 00:27:23
https://github.com/drudru/enroll	enroll	drudru	7	2008-02-21 01:02:19
https://github.com/cbowns/cpu-history	cpu-history	cbowns	14	2008-02-21 01:32:39
https://github.com/fabien/attachmerb_fu	attachmerb_fu	fabien	1	2008-02-21 06:32:29
https://github.com/wayneeseguin/attachmerb_fu	attachmerb_fu	wayneeseguin	1	2008-02-21 06:32:29
https://github.com/jackdempsey/attachmerb_fu	attachmerb_fu	jackdempsey	4	2008-02-21 06:32:29
https://github.com/anotherjesse/elasticfox	elasticfox	anotherjesse	6	2008-02-21 10:02:53
https://github.com/collectiveidea/awesome_nested_set	awesome_nested_set	collectiveidea	2008	2008-02-21 16:03:25
https://github.com/sd/embedded-actions	embedded-actions	sd	2	2008-02-21 16:14:33
https://github.com/mbbx6spp/metafusion	metafusion	mbbx6spp	1	2008-02-21 17:01:18
https://github.com/kevinansfield/viper	viper	kevinansfield	3	2008-02-21 17:49:20
https://github.com/pontus/punktfiler	punktfiler	pontus	14	2008-02-21 20:15:05
https://github.com/lachie/logeye	logeye	lachie	4	2008-02-21 21:04:31
https://github.com/tobi/mephisto_textlinkads	mephisto_textlinkads	tobi	2	2008-02-21 21:36:33
https://github.com/pfig/yeti	yeti	pfig	4	2008-02-21 21:48:57
https://github.com/halorgium/nginx	nginx	halorgium	2	2008-02-21 23:36:42
https://github.com/technicalpickles/feedbarn	feedbarn	technicalpickles	1	2008-02-22 00:11:55
https://github.com/reinh/reinh-com	reinh-com	reinh	3	2008-02-22 00:49:51
https://github.com/bdelacey/fireeagle	fireeagle	bdelacey	1	2008-02-22 02:00:43
https://github.com/kamal/fireeagle	fireeagle	kamal	1	2008-02-22 02:00:43
https://github.com/jnewland/fireeagle	fireeagle	jnewland	2	2008-02-22 02:00:43
https://github.com/nakajima/many-mailers	many-mailers	nakajima	4	2008-02-22 02:30:06
https://github.com/zacheryph/examples	examples	zacheryph	6	2008-02-22 05:37:28
https://github.com/stevedekorte/io	io	stevedekorte	1409	2008-02-22 08:41:30
https://github.com/drd/lumber-mill	lumber-mill	drd	3	2008-02-22 16:52:21
https://github.com/jaikoo/rvideo	rvideo	jaikoo	1	2008-02-22 17:08:11
https://github.com/shadowmaru/cd-covers	cd-covers	shadowmaru	3	2008-02-22 18:50:38
https://github.com/andykent/jquery-humanize-messages-plugin	jquery-humanize-messages-plugin	andykent	2	2008-02-23 01:36:31
https://github.com/avalade/4slicer	4slicer	avalade	5	2008-02-23 02:07:23
https://github.com/mojombo/fixture-scenarios	fixture-scenarios	mojombo	1	2008-02-23 04:25:57
https://github.com/timcharper/fixture-scenarios	fixture-scenarios	timcharper	1	2008-02-23 04:25:57
https://github.com/psi/mongrel_proctitle	mongrel_proctitle	psi	1	2008-02-23 04:43:03
https://github.com/rtomayko/mongrel_proctitle	mongrel_proctitle	rtomayko	3	2008-02-23 04:43:03
https://github.com/zachinglis/rails-plugins	rails-plugins	zachinglis	1	2008-02-23 04:51:22
https://github.com/rtomayko/date-performance	date-performance	rtomayko	24	2008-02-23 11:34:57
