"","repository_url","repository_name","type","created_at","payload_comment_body"
"13","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 00:44:06","Adding a corresponding gitignore entry for this tmp folder would be nice."
"14","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 00:46:54","/cc @mdo Your opinion? ^^^"
"15","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 00:50:15","Wanted to leave it open - this allows chrome to open in different platforms, giving us better data across platforms when people run it. or do you think that we are comparing versions, we need the platform should be a part of the standard environment ?"
"16","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 00:59:47","Nope, i have seen that it shuffles between 31 and 28 when I leave out the version number. Wanted to be safe as the perf numbers (from about:tracing and developer tools timelines) are available only in 31."
"17","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 01:17:45","Done"
"18","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 01:17:57","Done"
"19","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 01:23:55","Erm, so, you're saying that omitting the platform will make Sauce run it on all possible platforms?"
"20","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 01:44:14","Nope, omitting the platform (I think) will make it choose a platform at random."
"21","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 01:46:55","Then I'd say we should pin it to one or more popular platform(s)."
"22","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 01:54:02","Sounds good. Will Windows 8.1 and Mac OSX Mavericks work ?"
"23","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 02:01:08","Sounds good!"
"24","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 05:31:28","disables these rules just for this file"
"25","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 05:33:49","In general, it's hard to guarantee that shorthand will be used since the properties may be coming from places and later get combined together by the preprocessor in a resulting combination that happens to be shorthand-able. That's my take on it, anyway."
"26","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 07:15:09","Agreed on that take."
"27","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-06 07:15:17",":thumbsup:"
"28","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-07 08:00:45","Er, this effectively reverts your other pull request."
"29","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-07 08:25:15","@cvrebert I used the force to fix the mixup."
"30","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-07 08:27:48","Ensign, make it so!"
"31","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-07 17:37:45","Could you add a space before the open-paren, for stylistic consistency?"
"32","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-07 17:43:58","done"
"33","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 04:48:04","Fixed."
"34","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 04:55:01","Fixed (WRT this PR)."
"35","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 19:01:41","Is there a reason why you register the `generateGlyphiconsData` as a function and not load the file as a grunt task instead. I also see that you use readFileSync instead of grunt.file.read, if this was a grunt task. Should I do the same for https://github.com/twbs/bootstrap/pull/12112 ?"
"36","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 19:01:47","@axemclion So, can you update the browsers setting accordingly?"
"37","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 19:02:57","If this was grunt.registerTask, and loaded as `grunt.loadTasks(''docs/grnut.bs-*.js'), you could have used grunt.file.read. Is there a reason you follow this pattern instead of making this a grunt file? Should I also do the same for https://github.com/twbs/bootstrap/pull/12112?"
"38","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 19:28:42","No, no particular reason. Do it however you want."
"39","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-08 19:29:04","No, no particular reason."
"40","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 09:16:21","Just wondering if this call was necessary as render is called when viewValue differs from modelValue."
"41","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 09:17:18","Instead of setting it to $viewValue, I think this should be using the $modelValue."
"42","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 09:21:07","Ignore this comment, this looks good to me. I re-read it and understand the purpose of this. Was thrown off by the reset function name."
"43","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 09:24:00","Or just call ctrl.render (can't use `this` here heh) ?"
"44","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 09:26:06","Just thinking this doesn't need to be a public function, does it? User's can't override this either because it's called during initialization and never again."
"45","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 09:34:08","I think you missed this heh"
"46","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 10:35:03","We can, but IMO this way we tightly couple `reset` method with `render`. So if someone wants to override `render`, would probably need to override `reset` also."
"47","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 10:46:26","I see. Okay, your argument makes sense."
"48","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 10:47:46","Are you sure about the `$render` called by the `$setViewValue` function?"
"49","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 10:55:01","Argh, you're right, I'm misreading everything tonight heh."
"50","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 10:58:05","No worries, 4-eyes principle :-)"
"51","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 11:02:36","Hmm, you are right. Probably need to move the `$scope.range = ...` into the init function. I think it's useful to allow override of this function."
"52","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-10 17:41:01","Done."
"53","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 04:03:17","Why specify a class, only to repeat the intended HTML elements it applies to immediately thereafter?"
"54","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 04:03:58","Instead of this stack, simply use the prefixed `.embed-responsive-item` to avoid over specificity."
"55","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 04:04:19","Don't chain these two classes���just use `.embed-responsive-xxxx`."
"56","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 04:04:59","Don't chain these two classes���just use `.embed-responsive-xxxx`."
"57","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 04:05:19","Why specify a class, only to repeat the intended HTML elements it applies to immediately thereafter? Instead of this stack, simply use the prefixed `.embed-responsive-item` to avoid over specificity."
"58","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 19:39:25","@perry I am not keen of adding dummy CSS classes like `today`. You have to provide a nice visual hint for the default template also. Anyone can override the default template later."
"59","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 19:41:08","@perry You set the hours of the date objects to make the comparison. The altering of the date object may cause other problems. I would prefer if you used the `compare` functions."
"60","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-11 19:42:07","You can append this to the initial block of variables definitions."
"61","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-12 13:24:09","ok, will do it"
"62","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-12 13:28:19","Also, `.embed-responsive-item` should be out of `.embed-responsive` stack."
"63","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-12 13:29:08","Should be: `// Credit: SUIT FlexEmbed`"
"64","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-12 13:44:36","The class .embed-responsive-item could be use if you want to apply the style to another element that iframe, embed, object. Personally i don't have a use case and never use it for now, it was there in the code from @necolas i just leave it. I believe we should keep the stack of iframe, embed, object, the main use case of this it's to embed video from youtuve, vimeo... if you remove theses elements then you have to modify the code you grab from youtube, vimeo... Also in some case you cannot modify the attributes for 3rd party widget code. Your call i will update the PR with your feedback"
"65","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-12 17:12:42","It is probably best to use `.text-primary` or `.text-info` and not a button class since that would put to much (visual) focus on `today`, compared to the currently selected day."
"66","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-12 17:13:46","It's probably best to use `.text-primary` or `.text-info` and not a button class since that would put to much (visual) focus on `today`, compared to the currently selected day."
"67","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-13 20:53:43","It just worries me that this again, adds another evaluation and possibly causes some people to think that this itself is a dynamic attribute. However, this attribute is only evaluated once. If we really need to have this directive, I suggest leaving out the evaluation and just adding this watcher on the presence of this directive (so the usage would just be `<progress max='x' dynamic-max></progress>`) ."
"68","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-13 20:59:25","I see your point, but the problem is that for example in a `ng-repeat` you cannot mix dynamic progressbars with not. Also it's easier to specify it at runtime without the need to alter/compile the HTML."
"69","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-13 21:04:29","I understand that use case but I'm worried that supporting such possibly rare use cases will bloat up the bootstrap library with additional watchers and directives and more lines of code. I'm a little uneasy with supporting all these custom use cases that would add overhead for users that are just looking for something simple. When something is added on one component, users also expect it for other components. As such, one addition here means much more additions in the future. If we add another feature that's configurable, we then have to consider whether to add a dynamic watcher for it and/or an option that enables the dynamic watcher. However, I don't know how to measure if a use case is rare or common, so I'm quite at a loss for this."
"70","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-13 21:25:11","I agree that we don't know and cannot tell what is rare or not. The reason of adding this kind of directives is to keep the library fast and the organization of code simple. I disagree that the users that are using this library are looking for something simple and I am totally sure that many of them will not know or even bother to go to a wiki to search for a custom directive and manually add it to their application. Most of the times, they just pass and look for another alternative that supports it out of the box. So, IMO this is another discussion we should take in the near future (cc: @pkozlowski-opensource ) about how far we want to go :-) Now, in terms of consistency, I believe that all optional directives should be evaluated as boolean for the same reasons as above. If this directive makes the library bloated or unmaintainable I also agree to remove, but leaving out a feature for the shake of 15 LOC added is not possibly the best."
"71","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 06:45:42","`0` without the unit is preferable IIRC."
"72","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 09:48:04","Did this expect get dropped accidentally?"
"73","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 09:48:19","Same thing here"
"74","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 09:56:42","Add a `btn-default`."
"75","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 10:20:11","@Foxandxss I remember to have read this somewhere: We should use underscore only when we are going to assign that parameter to a variable that we want to have the original name. I mean, this makes no sense: `scope = _$rootScope_;` :-P"
"76","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 10:25:54","Fixed!"
"77","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:12:07","@jroxendal Is there a way that this function will be called on already active tab? What I mean do we really need the double check?"
"78","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:12:53","@jroxendal No need to check `onDeselect` since this is `angular.noop` by default."
"79","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:13:13","@jroxendal Same here for `onSelect`."
"80","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:13:48","@jroxendal Why do you need this addition for this change?"
"81","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:15:03","@jroxendal `execOrder` is not emptied again. So, it will be full of callbacks. How can you check?"
"82","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:15:45","@jroxendal No need to add spies, since you have custom code executed on each callback that you can check."
"83","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:17:11","@jroxendal You should add all 4 handlers for proper testing. `selectFirst` , `deselectFirst`, `selectSecond`, `deselectSecond`"
"84","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:18:36","@jroxendal I would expect a test like `expect(execOrder).toEqual([""deselect1"", ""select2""]);` tot est that no other callback is executed, or that no callback is executed twice."
"85","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:27:58","@Foxandxss BTW, can you elaborate on: we should use `scope` for directives and `$scope` for everything else"
"86","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:42:17","That is like a good question I wouldn't mind to discuss. In my experience through libraries / books / other people, it seems that tests for directives uses just `scope` and the rest `$scope`. But thinking it well, doesn't make THAT sense. Maybe we should apply the biggest issues here (the globar vars and some typos) and discuss on the other ""convention"" thread what convention we should follow so we don't have a convention per file."
"87","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:43:49","This library has a little bit of everything, $rootScope, $scope, and scope. More reason to use just one :P"
"88","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:49:42","I agree that we should use one convention for the tests, even if this doesn't seem like a high priority for me atm. About the `scope`/`$scope` convention, I am used when the scope is injected to use the `$` and when comes as an argument, ie the link function of the directive to use `scope`, but whichever approach works fine for me :-)"
"89","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:52:05","It is not a priority, but cleaning is always good and if the time pass, there will be more dirt. I don't mind to apply every convention we get on the tests."
"90","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-14 22:56:46","Agree & appreciate it, but without an automatic verification/correction tool I am afraid your effort will be in vain. Perhaps, you should first investigate available tools, like eslint or any other, to help with what you want to achieve here."
"91","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-16 22:26:23","This coercion bugs me a little as it causes the watcher to get triggered twice if isOpen is set to a truthy value that's not `true`. Say `isOpen = ""abc""`, first digest is set to `!!""abc""` which is `true`, watcher runs again because the isOpen changed from ""abc"" to `true`."
"92","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:25:11","no whitespace"
"93","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:28:59","Just a heads up�����in firefox jquery returns sub pixel values��� which means you can get 12.5�����which if you're expecting 12 on one side of the conditional will mess you up."
"94","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:31:23","i'd rather the api for this option except a `string || object`�����for example: ```js $('foo').tooltip({ viewport: { selector: 'body', padding: 10 } }) ```"
"95","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:31:46","saves us from having two options for 1 feature"
"96","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:32:13","can you realign all the values up like they were above, thanks!"
"97","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:33:14","these should be single line if's, also you should use `+=` syntax ```js if (delta.left) offset.left += delta.left else offset.top += delta.top ```"
"98","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 06:43:42","seems like you're duplicating a lot of the logic in `.getPosition`"
"99","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 08:29:14","I think you are right, `scope.isOpen = !!value` has to be removed. What about this: ```javascript scope.$watch('isOpen', function(value) { if ( !!value ) { accordionCtrl.closeOthers(scope); } }); ```"
"100","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 08:31:05","If I recall, `if (value)` is good enough, as JavaScript automatically does the !! coercion so the result is equivalent."
"101","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 08:33:08","Yeah, you are right, those are equivalent :-)"
"102","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 08:33:52",":smile: I'm happy about this refactor and more to come! :+1:"
"103","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:13:39","I was playing around with this and I realized an alternative maybe to use getter methods for these scope variables that need to fallback to default values if undefined. E.g. `getCloseText: function () { return scope.closeText || datepickerPopupConfig.closeText }` Of course, they can be shortened and generalized if they're the same keys on the scope and config objects. Just a suggestion / thought."
"104","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:15:42","I see. Is there an issue for this in AngularJS or is it the expected behavior?"
"105","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:21:35","Hm.. not sure what you mean. I was referring to the switch from $observe to this scope.template. This current change breaks the binding of the currentText (perhaps that's intended). However, if you do want to bind it, one solution is to use a getter method to fetch it from the scope. The getter method can enforce the defaults. This way, if the scope variable is changed to undefined, it still falls back to the datepickerPopupConfig value."
"106","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:26:01","I want to break the binding. No need to obsereve these changes in the default behavior. What I mean is that last night I tried: ```javascript scope.closeText = scope.closeText || datepickerPopupConfig.closeText; ``` in the tempate the `{{closeText}}` was evaluated again from the attribute, ie `null`, didn't get the default value. That's why I assign in a different variable. I hope this makes sense :-)"
"107","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:28:07","Ah okay, that `null` thing is a bit of a pain. A way around it is perhaps to use evalAsync but I think using a getter function would also solve that."
"108","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:30:59","Yeah, but this doesn't seem to be like the expected behavior, that's why I'm asking if you know if there is an issue for this in AngularJS."
"109","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:34:30","I believe this is expected behavior because using scope attributes (`scope: { closeText: '@' , .. }`) just adds watchers (with $observe) to the attributes. The watchers initial run is done asynchronously (similar to evalAsync, I think), so they have run yet at this point. I don't know if there's an issue on this and I'm about to head to sleep so I won't be able to dig it out for you heh."
"110","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 10:37:02","No problem :-)"
"111","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 19:33:56","You can remove the array to save 2 extra characters :-D"
"112","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-17 20:07:22","Thanks, changed it!"
"113","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 14:00:06","I hope this hard to read one is ok. Will see when I get able to run the tests."
"114","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 14:01:02","Also this line is hard to read, I hope it is not broken now."
"115","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 14:17:17","As the code is written now, this is necessary. On tab click, active is set to true. The active watch is then run, where this function is called and at this time two tabs may actually be active: the 'old' tab (which should be deselected) and the one we just selected. Only one of the deselect callbacks should be run, obviously. I didn't want to do a complete rewrite, so I left the active watch in the tabs directive in there. In order to avoid the check above, I believe that watch needs to go and some further refractoring to take place."
"116","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 14:17:36","oops. will fix."
"117","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 14:17:45","indeed."
"118","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 14:57:45","We are using 2 spaces for indent."
"119","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 15:35:24","Seems to be working fine in the tests."
"120","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 22:13:14","Yes, you are right about the 2 active tabs, so the double check is needed."
"121","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 22:16:58","As I said, you don't have to initialize this here, just leave the declaration. You have to do it inside the `beforeEach`, so each test does not mess with previous execution orders."
"122","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 22:17:18","So you have to add: `execOrder = [];`"
"123","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 22:18:34","Instead of creating multiple function to do the same, I would have just: ```javascript scope.execute = function(id) { execOrder.push(id); }; ```"
"124","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 22:19:55","So here you can have it like: ```javascript '<tab heading=""First Tab"" active=""actives.one"" select=""execute(\'select1\')"" deselect=""execute(\'deselect1\')""></tab>', ' <tab select=""execute(\'select2\')"" deselect=""execute(\'deselect2\')""></tab>', ```"
"125","https://github.com/angular-ui/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-18 22:21:55","I would break this into two tests and I would also change the comparisons to make it more readable. Something like: ```javascript it('should call select for the first tab', function() { expect(execOrder).toEqual([ 'select1' ]); }); it('should call deselect first, then select', function() { execOrder = []; // Select second tab titles().eq(1).find('a').click(); expect(execOrder).toEqual([ 'deselect1', 'select2' ]); execOrder = []; // Select again first tab titles().eq(0).find('a').click(); expect(execOrder).toEqual([ 'deselect2', 'select1' ]); }); ```"
"126","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 12:33:57","Shouldn't the other files have `X-UA-Compatible` too?"
"127","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 12:39:11","They have, this is template. :)"
"128","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 12:40:08","@XhmikosR You can use [this](https://github.com/blog/1705-expanding-context-in-diffs), it helps. :)"
"129","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 12:43:43","I already used that, but apparently I turned blind for a moment :P Sorry for the noise."
"130","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 12:48:27","No problem, that happensif you look many times at same or similar code. ;) 2014/1/19 XhmikosR <notifications@github.com> > In docs/getting-started.html: > > > <title>Bootstrap 101 Template</title> > > - <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> > > + <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> > > I already used that, but apparently I turned blind for a moment :P > > Sorry for the noise. > > ��� > Reply to this email directly or view it on GitHub<https://github.com/twbs/bootstrap/pull/12292/files#r8992041> > . > -- Zlatan Vasovi�� - *ZDroid*"
"131","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 14:22:40","@ZDroid Might be nitpicking, but now that we have multiple `meta`s in the template, I'd prefer adapting the example files' order for elements in `<head>`: `meta[charset], meta[http-equiv], meta[name], title, link[href], script` :)"
"132","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 14:28:21","@juthilo: I use almost that order too :)"
"133","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 14:51:00","@XhmikosR @juthilo Yup. That can be added, but this is really missing thing. Others are optional. Note: I like this order: * `meta[charset]` (should be always first) * `title` * `meta[name, content]` * `link[rel, href]` * other"
"134","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 14:54:25","ok"
"135","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 15:00:18","It's ""the issue"" singular. Though I'm not a native English speaker, but that was the reason behind this."
"136","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 15:28:53","*advanced optimizations* are plural. *advanced optimizations* should be fixed in clean-css."
"137","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 15:46:24","Well, I didn't mean that when I wrote the comment. I meant ""the issue""."
"138","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 16:15:28","It's ok. If that is case, comment should be: > turn advanced optimizations off until the issue is fixed in clean-css Agree?"
"139","https://github.com/twbs/bootstrap","bootstrap","PullRequestReviewCommentEvent","2014-01-19 16:19:53","Sure."
